id,Cmax,pos,Ymax,pos,Smax,pos,Smean,D,?,Dmaxcut,Networks-used
g_49333,0.331,17,0.394,17,0.689,16,0.48,0.44,N,0.45,SignalP-noTM
g_49334,0.143,60,0.12,60,0.153,14,0.107,0.113,N,0.45,SignalP-noTM
g_49335,0.113,62,0.136,11,0.206,1,0.136,0.136,N,0.45,SignalP-noTM
g_49336,0.119,23,0.108,23,0.113,21,0.097,0.102,N,0.45,SignalP-noTM
g_49337,0.11,15,0.108,52,0.117,51,0.1,0.103,N,0.45,SignalP-noTM
g_49338,0.114,51,0.116,17,0.182,35,0.125,0.12,N,0.5,SignalP-TM
g_49339,0.106,25,0.103,68,0.11,68,0.094,0.098,N,0.45,SignalP-noTM
g_49340,0.111,50,0.114,50,0.14,1,0.109,0.111,N,0.45,SignalP-noTM
g_49341,0.109,36,0.105,55,0.12,8,0.095,0.1,N,0.45,SignalP-noTM
g_49342,0.109,30,0.104,67,0.106,57,0.095,0.099,N,0.45,SignalP-noTM
g_49343,0.194,20,0.175,20,0.427,1,0.181,0.178,N,0.5,SignalP-TM
g_49344,0.111,54,0.111,12,0.129,11,0.11,0.11,N,0.45,SignalP-noTM
g_49345,0.149,19,0.19,19,0.361,13,0.249,0.222,N,0.45,SignalP-noTM
g_49346,0.114,54,0.11,33,0.14,18,0.104,0.107,N,0.45,SignalP-noTM
g_49347,0.114,50,0.113,50,0.161,49,0.114,0.114,N,0.45,SignalP-noTM
g_49348,0.143,22,0.154,22,0.232,26,0.169,0.16,N,0.5,SignalP-TM
g_49349,0.134,22,0.115,22,0.134,1,0.097,0.105,N,0.45,SignalP-noTM
g_49350,0.135,27,0.114,27,0.135,29,0.098,0.106,N,0.45,SignalP-noTM
g_49351,0.887,23,0.907,23,0.973,4,0.928,0.918,Y,0.45,SignalP-noTM
g_49352,0.262,20,0.42,20,0.779,1,0.657,0.548,Y,0.45,SignalP-noTM
g_49353,0.14,35,0.141,35,0.226,14,0.14,0.14,N,0.45,SignalP-noTM
g_49354,0.148,34,0.157,11,0.427,2,0.192,0.171,N,0.5,SignalP-TM
g_49355,0.763,20,0.608,20,0.719,6,0.496,0.547,Y,0.45,SignalP-noTM
g_49356,0.112,49,0.108,49,0.13,10,0.104,0.106,N,0.45,SignalP-noTM
g_49357,0.138,30,0.13,30,0.147,18,0.124,0.127,N,0.45,SignalP-noTM
g_49358,0.166,60,0.128,60,0.124,33,0.099,0.113,N,0.45,SignalP-noTM
g_49359,0.195,51,0.141,51,0.2,11,0.114,0.126,N,0.45,SignalP-noTM
g_49360,0.16,41,0.147,21,0.18,4,0.141,0.144,N,0.45,SignalP-noTM
g_49361,0.11,60,0.113,15,0.148,12,0.109,0.111,N,0.45,SignalP-noTM
g_49362,0.298,17,0.525,17,0.939,3,0.919,0.738,Y,0.45,SignalP-noTM
g_49363,0.319,42,0.323,42,0.578,11,0.303,0.315,N,0.5,SignalP-TM
g_49364,0.115,34,0.107,15,0.135,13,0.109,0.108,N,0.45,SignalP-noTM
g_49365,0.178,47,0.248,47,0.53,40,0.275,0.263,N,0.45,SignalP-noTM
g_49366,0.246,28,0.178,28,0.229,3,0.136,0.155,N,0.45,SignalP-noTM
g_49367,0.114,23,0.118,23,0.18,14,0.123,0.121,N,0.45,SignalP-noTM
g_49368,0.114,22,0.129,12,0.211,1,0.119,0.124,N,0.45,SignalP-noTM
g_49369,0.15,20,0.221,20,0.482,12,0.324,0.276,N,0.45,SignalP-noTM
g_49370,0.161,27,0.127,27,0.161,1,0.103,0.114,N,0.45,SignalP-noTM
g_49371,0.214,18,0.136,18,0.11,57,0.087,0.109,N,0.45,SignalP-noTM
g_49372,0.114,61,0.124,14,0.179,21,0.125,0.125,N,0.45,SignalP-noTM
g_49373,0.111,19,0.132,11,0.182,2,0.149,0.141,N,0.45,SignalP-noTM
g_49374,0.107,35,0.108,11,0.134,10,0.111,0.11,N,0.45,SignalP-noTM
g_49375,0.11,63,0.119,12,0.147,6,0.13,0.125,N,0.45,SignalP-noTM
g_49376,0.146,39,0.185,39,0.302,35,0.221,0.2,N,0.5,SignalP-TM
g_49377,0.131,66,0.112,66,0.132,1,0.1,0.105,N,0.45,SignalP-noTM
g_49378,0.129,21,0.123,21,0.16,1,0.112,0.117,N,0.45,SignalP-noTM
g_49379,0.119,26,0.127,26,0.196,18,0.138,0.133,N,0.45,SignalP-noTM
g_49380,0.161,40,0.209,24,0.597,9,0.384,0.303,N,0.45,SignalP-noTM
g_49381,0.112,26,0.105,42,0.115,36,0.098,0.102,N,0.45,SignalP-noTM
g_49382,0.111,35,0.109,20,0.14,12,0.11,0.109,N,0.45,SignalP-noTM
g_49383,0.108,31,0.105,12,0.111,4,0.1,0.103,N,0.45,SignalP-noTM
g_49384,0.603,26,0.7,26,0.909,18,0.81,0.759,Y,0.45,SignalP-noTM
g_49385,0.17,42,0.153,42,0.373,14,0.165,0.16,N,0.45,SignalP-noTM
g_49386,0.184,29,0.154,29,0.301,3,0.15,0.152,N,0.45,SignalP-noTM
g_49387,0.577,19,0.741,19,0.984,11,0.951,0.854,Y,0.45,SignalP-noTM
g_49388,0.113,51,0.111,51,0.122,21,0.1,0.105,N,0.45,SignalP-noTM
g_49389,0.113,36,0.107,22,0.116,6,0.104,0.105,N,0.45,SignalP-noTM
g_49390,0.186,21,0.315,21,0.771,14,0.593,0.427,N,0.5,SignalP-TM
g_49391,0.147,44,0.127,44,0.151,38,0.102,0.113,N,0.45,SignalP-noTM
g_49392,0.153,49,0.124,49,0.162,2,0.105,0.114,N,0.45,SignalP-noTM
g_49393,0.115,18,0.143,18,0.277,13,0.178,0.162,N,0.45,SignalP-noTM
g_49394,0.122,51,0.11,51,0.115,21,0.1,0.105,N,0.45,SignalP-noTM
g_49395,0.11,65,0.107,65,0.112,64,0.097,0.102,N,0.45,SignalP-noTM
g_49396,0.141,34,0.119,34,0.132,32,0.102,0.11,N,0.45,SignalP-noTM
g_49397,0.109,27,0.102,16,0.114,14,0.094,0.098,N,0.45,SignalP-noTM
g_49398,0.142,29,0.114,29,0.147,2,0.098,0.106,N,0.45,SignalP-noTM
g_49399,0.11,59,0.113,15,0.158,11,0.12,0.116,N,0.45,SignalP-noTM
g_49400,0.756,22,0.801,22,0.953,10,0.844,0.824,Y,0.45,SignalP-noTM
g_49401,0.109,56,0.105,56,0.118,51,0.096,0.1,N,0.45,SignalP-noTM
g_49402,0.156,30,0.186,11,0.442,1,0.294,0.229,N,0.5,SignalP-TM
g_49403,0.141,22,0.136,22,0.161,8,0.132,0.134,N,0.45,SignalP-noTM
g_49404,0.111,14,0.117,14,0.143,12,0.116,0.117,N,0.45,SignalP-noTM
g_49405,0.113,40,0.125,11,0.204,16,0.144,0.132,N,0.5,SignalP-TM
g_49406,0.146,39,0.132,11,0.339,3,0.179,0.157,N,0.45,SignalP-noTM
g_49407,0.114,19,0.106,19,0.115,11,0.098,0.102,N,0.45,SignalP-noTM
g_49408,0.145,19,0.122,19,0.132,18,0.1,0.11,N,0.45,SignalP-noTM
g_49409,0.239,23,0.201,23,0.253,21,0.168,0.183,N,0.45,SignalP-noTM
g_49410,0.132,26,0.111,26,0.143,1,0.1,0.106,N,0.5,SignalP-TM
g_49411,0.128,42,0.111,42,0.11,59,0.094,0.102,N,0.45,SignalP-noTM
g_49412,0.357,31,0.192,31,0.162,30,0.104,0.144,N,0.45,SignalP-noTM
g_49413,0.11,17,0.118,14,0.147,2,0.115,0.116,N,0.45,SignalP-noTM
g_49414,0.145,30,0.118,30,0.118,34,0.096,0.106,N,0.45,SignalP-noTM
g_49415,0.115,37,0.111,37,0.126,26,0.107,0.109,N,0.45,SignalP-noTM
g_49416,0.111,44,0.153,12,0.308,5,0.228,0.194,N,0.45,SignalP-noTM
g_49417,0.109,22,0.106,22,0.141,5,0.102,0.104,N,0.45,SignalP-noTM
g_49418,0.21,48,0.189,23,0.505,5,0.289,0.243,N,0.45,SignalP-noTM
g_49419,0.122,21,0.117,21,0.139,1,0.11,0.113,N,0.45,SignalP-noTM
g_49420,0.231,26,0.241,26,0.508,1,0.27,0.257,N,0.45,SignalP-noTM
g_49421,0.112,20,0.109,11,0.135,2,0.107,0.108,N,0.45,SignalP-noTM
g_49422,0.314,36,0.419,36,0.729,28,0.419,0.419,N,0.5,SignalP-TM
g_49423,0.152,24,0.15,24,0.308,3,0.16,0.154,N,0.5,SignalP-TM
g_49424,0.193,26,0.169,26,0.194,9,0.148,0.158,N,0.45,SignalP-noTM
g_49425,0.213,25,0.254,25,0.65,7,0.419,0.32,N,0.5,SignalP-TM
g_49426,0.115,24,0.155,11,0.286,1,0.156,0.155,N,0.45,SignalP-noTM
g_49427,0.127,56,0.121,56,0.143,50,0.107,0.113,N,0.45,SignalP-noTM
g_49428,0.188,20,0.139,20,0.267,44,0.102,0.119,N,0.45,SignalP-noTM
g_49429,0.124,35,0.111,35,0.125,1,0.1,0.105,N,0.45,SignalP-noTM
g_49430,0.23,18,0.154,18,0.155,12,0.108,0.129,N,0.45,SignalP-noTM
g_49431,0.108,42,0.109,42,0.122,28,0.1,0.104,N,0.45,SignalP-noTM
g_49432,0.169,21,0.165,21,0.262,1,0.151,0.157,N,0.45,SignalP-noTM
g_49433,0.166,36,0.172,36,0.338,33,0.176,0.174,N,0.45,SignalP-noTM
g_49434,0.112,56,0.106,28,0.116,27,0.1,0.103,N,0.45,SignalP-noTM
g_49435,0.11,33,0.138,13,0.262,10,0.173,0.157,N,0.45,SignalP-noTM
g_49436,0.127,50,0.111,50,0.116,6,0.097,0.103,N,0.45,SignalP-noTM
g_49437,0.154,16,0.177,16,0.225,8,0.202,0.187,N,0.5,SignalP-TM
g_49438,0.112,62,0.106,62,0.115,3,0.1,0.102,N,0.45,SignalP-noTM
g_49439,0.867,24,0.591,24,0.565,23,0.355,0.497,N,0.5,SignalP-TM
g_49440,0.119,53,0.154,53,0.325,41,0.144,0.148,N,0.45,SignalP-noTM
g_49441,0.141,21,0.135,21,0.201,15,0.128,0.132,N,0.5,SignalP-TM
g_49442,0.173,50,0.191,50,0.339,49,0.166,0.181,N,0.5,SignalP-TM
g_49443,0.109,49,0.108,49,0.115,43,0.099,0.103,N,0.45,SignalP-noTM
g_49444,0.119,13,0.222,13,0.491,12,0.417,0.327,N,0.45,SignalP-noTM
g_49445,0.112,65,0.114,32,0.16,22,0.117,0.116,N,0.45,SignalP-noTM
g_49446,0.115,61,0.142,61,0.325,48,0.127,0.134,N,0.45,SignalP-noTM
g_49447,0.128,37,0.113,37,0.128,1,0.103,0.108,N,0.45,SignalP-noTM
g_49448,0.11,50,0.212,11,0.505,3,0.375,0.3,N,0.45,SignalP-noTM
g_49449,0.11,67,0.115,17,0.144,4,0.132,0.124,N,0.45,SignalP-noTM
g_49450,0.143,36,0.223,36,0.503,7,0.34,0.27,N,0.5,SignalP-TM
g_49451,0.131,47,0.116,11,0.136,1,0.111,0.113,N,0.45,SignalP-noTM
g_49452,0.122,60,0.109,11,0.132,1,0.098,0.103,N,0.45,SignalP-noTM
g_49453,0.146,27,0.123,27,0.148,26,0.102,0.112,N,0.45,SignalP-noTM
g_49454,0.161,34,0.146,34,0.228,31,0.125,0.135,N,0.45,SignalP-noTM
g_49455,0.133,25,0.198,11,0.475,1,0.268,0.236,N,0.45,SignalP-noTM
g_49456,0.11,45,0.113,11,0.123,1,0.11,0.111,N,0.45,SignalP-noTM
g_49457,0.116,61,0.115,61,0.148,50,0.107,0.111,N,0.45,SignalP-noTM
g_49458,0.112,34,0.108,34,0.129,50,0.1,0.103,N,0.45,SignalP-noTM
g_49459,0.132,25,0.163,12,0.31,2,0.256,0.2,N,0.5,SignalP-TM
g_49460,0.129,67,0.13,11,0.193,3,0.14,0.135,N,0.45,SignalP-noTM
g_49461,0.412,27,0.246,27,0.215,1,0.149,0.194,N,0.45,SignalP-noTM
g_49462,0.109,55,0.106,34,0.122,14,0.102,0.104,N,0.45,SignalP-noTM
g_49463,0.108,32,0.103,67,0.113,49,0.095,0.099,N,0.45,SignalP-noTM
g_49464,0.126,31,0.11,12,0.137,43,0.106,0.108,N,0.45,SignalP-noTM
g_49465,0.113,43,0.115,43,0.14,35,0.109,0.112,N,0.45,SignalP-noTM
g_49466,0.123,41,0.114,12,0.149,1,0.102,0.108,N,0.45,SignalP-noTM
g_49467,0.118,28,0.123,16,0.189,7,0.137,0.131,N,0.45,SignalP-noTM
g_49468,0.112,49,0.129,17,0.172,1,0.143,0.137,N,0.45,SignalP-noTM
g_49469,0.118,35,0.107,40,0.13,2,0.097,0.102,N,0.45,SignalP-noTM
g_49470,0.121,27,0.112,27,0.199,26,0.103,0.107,N,0.45,SignalP-noTM
g_49471,0.11,15,0.189,11,0.449,1,0.244,0.219,N,0.45,SignalP-noTM
g_49472,0.143,42,0.123,42,0.132,41,0.101,0.111,N,0.45,SignalP-noTM
g_49473,0.171,32,0.131,32,0.237,11,0.124,0.128,N,0.5,SignalP-TM
g_49474,0.29,26,0.296,26,0.455,25,0.282,0.291,N,0.5,SignalP-TM
g_49475,0.112,39,0.146,12,0.322,4,0.211,0.181,N,0.45,SignalP-noTM
g_49476,0.132,37,0.143,37,0.233,42,0.146,0.144,N,0.45,SignalP-noTM
g_49477,0.115,26,0.114,13,0.175,33,0.122,0.118,N,0.45,SignalP-noTM
g_49478,0.147,65,0.12,65,0.118,55,0.098,0.108,N,0.45,SignalP-noTM
g_49479,0.108,47,0.106,47,0.137,40,0.096,0.1,N,0.45,SignalP-noTM
g_49480,0.127,14,0.143,14,0.23,11,0.173,0.159,N,0.45,SignalP-noTM
g_49481,0.108,59,0.105,32,0.117,22,0.103,0.104,N,0.45,SignalP-noTM
g_49482,0.129,50,0.158,33,0.268,31,0.187,0.17,N,0.5,SignalP-TM
g_49483,0.109,61,0.133,11,0.222,2,0.158,0.143,N,0.5,SignalP-TM
g_49484,0.125,34,0.143,21,0.362,10,0.188,0.167,N,0.45,SignalP-noTM
g_49485,0.116,66,0.11,11,0.192,65,0.114,0.111,N,0.5,SignalP-TM
g_49486,0.114,53,0.113,13,0.131,1,0.111,0.112,N,0.45,SignalP-noTM
g_49487,0.11,67,0.108,35,0.123,26,0.104,0.106,N,0.45,SignalP-noTM
g_49488,0.121,35,0.144,11,0.257,5,0.197,0.173,N,0.45,SignalP-noTM
g_49489,0.116,18,0.128,18,0.175,14,0.141,0.135,N,0.45,SignalP-noTM
g_49490,0.112,32,0.154,12,0.295,4,0.196,0.177,N,0.45,SignalP-noTM
g_49491,0.318,20,0.359,20,0.617,17,0.405,0.377,N,0.5,SignalP-TM
g_49492,0.11,70,0.121,63,0.172,54,0.108,0.116,N,0.5,SignalP-TM
g_49493,0.136,36,0.119,36,0.121,49,0.106,0.112,N,0.45,SignalP-noTM
g_49494,0.246,56,0.19,56,0.329,1,0.148,0.167,N,0.45,SignalP-noTM
g_49495,0.145,46,0.195,46,0.365,33,0.185,0.191,N,0.5,SignalP-TM
g_49496,0.124,37,0.126,16,0.201,4,0.146,0.137,N,0.45,SignalP-noTM
g_49497,0.126,18,0.119,70,0.155,50,0.106,0.112,N,0.45,SignalP-noTM
g_49498,0.296,18,0.413,18,0.76,1,0.603,0.489,N,0.5,SignalP-TM
g_49499,0.121,34,0.113,51,0.135,12,0.106,0.109,N,0.45,SignalP-noTM
g_49500,0.229,20,0.339,20,0.732,5,0.549,0.423,N,0.5,SignalP-TM
g_49501,0.132,20,0.184,12,0.446,1,0.189,0.186,N,0.45,SignalP-noTM
g_49502,0.133,26,0.128,26,0.232,23,0.122,0.124,N,0.45,SignalP-noTM
g_49503,0.192,33,0.206,19,0.456,3,0.297,0.255,N,0.45,SignalP-noTM
g_49504,0.114,42,0.114,20,0.17,12,0.12,0.117,N,0.45,SignalP-noTM
g_49505,0.225,37,0.148,37,0.126,54,0.094,0.119,N,0.45,SignalP-noTM
g_49506,0.121,41,0.115,41,0.132,31,0.108,0.111,N,0.45,SignalP-noTM
g_49507,0.141,37,0.137,58,0.203,49,0.117,0.126,N,0.45,SignalP-noTM
g_49508,0.229,23,0.439,23,0.906,15,0.839,0.655,Y,0.45,SignalP-noTM
g_49509,0.286,41,0.268,41,0.444,38,0.201,0.241,N,0.5,SignalP-TM
g_49510,0.857,26,0.866,26,0.974,16,0.878,0.873,Y,0.45,SignalP-noTM
g_49511,0.113,59,0.121,14,0.183,7,0.13,0.126,N,0.45,SignalP-noTM
g_49512,0.193,21,0.219,21,0.331,1,0.24,0.23,N,0.45,SignalP-noTM
g_49513,0.35,22,0.505,22,0.856,5,0.728,0.625,Y,0.45,SignalP-noTM
g_49514,0.546,20,0.703,20,0.949,3,0.902,0.811,Y,0.45,SignalP-noTM
g_49515,0.108,31,0.109,31,0.136,13,0.109,0.109,N,0.45,SignalP-noTM
g_49516,0.621,21,0.341,21,0.668,5,0.32,0.333,N,0.5,SignalP-TM
g_49517,0.139,31,0.121,31,0.174,5,0.117,0.119,N,0.45,SignalP-noTM
g_49518,0.111,51,0.11,51,0.118,25,0.104,0.107,N,0.45,SignalP-noTM
g_49519,0.114,17,0.114,17,0.157,19,0.105,0.109,N,0.45,SignalP-noTM
g_49520,0.114,60,0.108,60,0.109,38,0.099,0.103,N,0.45,SignalP-noTM
g_49521,0.111,54,0.12,11,0.151,1,0.113,0.116,N,0.45,SignalP-noTM
g_49522,0.11,22,0.103,65,0.111,29,0.098,0.1,N,0.45,SignalP-noTM
g_49523,0.116,33,0.118,33,0.199,10,0.122,0.12,N,0.45,SignalP-noTM
g_49524,0.123,35,0.129,55,0.247,40,0.139,0.134,N,0.45,SignalP-noTM
g_49525,0.109,32,0.107,61,0.137,45,0.101,0.103,N,0.45,SignalP-noTM
g_49526,0.13,49,0.128,49,0.195,44,0.119,0.123,N,0.45,SignalP-noTM
g_49527,0.147,47,0.12,47,0.128,46,0.098,0.108,N,0.45,SignalP-noTM
g_49528,0.114,51,0.114,19,0.159,11,0.117,0.116,N,0.45,SignalP-noTM
g_49529,0.206,20,0.199,20,0.302,13,0.204,0.202,N,0.45,SignalP-noTM
g_49530,0.111,66,0.106,38,0.122,25,0.101,0.103,N,0.45,SignalP-noTM
g_49531,0.119,25,0.148,11,0.349,2,0.211,0.182,N,0.45,SignalP-noTM
g_49532,0.124,29,0.129,29,0.216,7,0.14,0.135,N,0.45,SignalP-noTM
g_49533,0.111,19,0.118,23,0.158,18,0.125,0.121,N,0.5,SignalP-TM
g_49534,0.158,33,0.134,33,0.197,5,0.122,0.128,N,0.45,SignalP-noTM
g_49535,0.108,32,0.104,26,0.114,4,0.101,0.102,N,0.45,SignalP-noTM
g_49536,0.134,26,0.141,26,0.26,25,0.147,0.144,N,0.45,SignalP-noTM
g_49537,0.109,54,0.104,36,0.114,16,0.095,0.099,N,0.45,SignalP-noTM
g_49538,0.112,53,0.114,15,0.137,1,0.115,0.115,N,0.45,SignalP-noTM
g_49539,0.109,35,0.123,11,0.162,2,0.131,0.127,N,0.45,SignalP-noTM
g_49540,0.109,52,0.104,40,0.113,25,0.095,0.099,N,0.45,SignalP-noTM
g_49541,0.111,45,0.103,11,0.11,44,0.097,0.1,N,0.45,SignalP-noTM
g_49542,0.107,50,0.104,12,0.112,61,0.101,0.103,N,0.45,SignalP-noTM
g_49543,0.144,48,0.149,12,0.239,1,0.148,0.148,N,0.45,SignalP-noTM
g_49544,0.739,48,0.601,48,0.682,45,0.308,0.443,N,0.45,SignalP-noTM
g_49545,0.344,50,0.189,50,0.122,11,0.103,0.143,N,0.45,SignalP-noTM
g_49546,0.125,21,0.136,21,0.197,1,0.142,0.139,N,0.45,SignalP-noTM
g_49547,0.444,27,0.407,27,0.839,31,0.34,0.371,N,0.45,SignalP-noTM
g_49548,0.654,34,0.595,34,0.77,30,0.507,0.56,Y,0.5,SignalP-TM
g_49549,0.12,22,0.149,22,0.318,18,0.18,0.166,N,0.45,SignalP-noTM
g_49550,0.211,27,0.232,27,0.344,1,0.26,0.247,N,0.45,SignalP-noTM
g_49551,0.115,23,0.129,11,0.204,1,0.134,0.132,N,0.45,SignalP-noTM
g_49552,0.131,20,0.118,20,0.141,16,0.108,0.112,N,0.45,SignalP-noTM
g_49553,0.162,59,0.137,59,0.145,14,0.116,0.126,N,0.45,SignalP-noTM
g_49554,0.114,32,0.112,32,0.133,13,0.109,0.11,N,0.45,SignalP-noTM
g_49555,0.212,19,0.14,19,0.107,32,0.095,0.116,N,0.45,SignalP-noTM
g_49556,0.125,20,0.142,11,0.227,1,0.19,0.161,N,0.5,SignalP-TM
g_49557,0.154,42,0.123,42,0.121,54,0.098,0.109,N,0.45,SignalP-noTM
g_49558,0.115,47,0.105,55,0.118,51,0.097,0.101,N,0.45,SignalP-noTM
g_49559,0.11,69,0.112,48,0.128,37,0.11,0.111,N,0.45,SignalP-noTM
g_49560,0.198,54,0.159,54,0.218,40,0.117,0.136,N,0.45,SignalP-noTM
g_49561,0.193,46,0.188,11,0.46,1,0.285,0.227,N,0.5,SignalP-TM
g_49562,0.117,25,0.111,25,0.124,15,0.105,0.108,N,0.45,SignalP-noTM
g_49563,0.119,63,0.109,63,0.118,23,0.098,0.103,N,0.45,SignalP-noTM
g_49564,0.279,19,0.346,19,0.557,13,0.44,0.383,N,0.5,SignalP-TM
g_49565,0.131,65,0.138,13,0.26,3,0.19,0.166,N,0.45,SignalP-noTM
g_49566,0.126,54,0.112,29,0.15,13,0.107,0.109,N,0.45,SignalP-noTM
g_49567,0.167,19,0.211,19,0.44,7,0.282,0.239,N,0.5,SignalP-TM
g_49568,0.145,52,0.155,52,0.249,37,0.146,0.15,N,0.45,SignalP-noTM
g_49569,0.186,18,0.172,18,0.191,1,0.15,0.16,N,0.45,SignalP-noTM
g_49570,0.133,24,0.116,24,0.125,20,0.101,0.108,N,0.45,SignalP-noTM
g_49571,0.119,21,0.117,39,0.155,18,0.12,0.119,N,0.45,SignalP-noTM
g_49572,0.298,32,0.48,32,0.882,25,0.719,0.609,Y,0.45,SignalP-noTM
g_49573,0.116,36,0.109,55,0.143,35,0.103,0.106,N,0.45,SignalP-noTM
g_49574,0.111,44,0.106,44,0.118,1,0.099,0.102,N,0.45,SignalP-noTM
g_49575,0.115,27,0.146,27,0.371,34,0.174,0.161,N,0.45,SignalP-noTM
g_49576,0.112,34,0.13,11,0.174,1,0.135,0.133,N,0.45,SignalP-noTM
g_49577,0.154,47,0.126,47,0.124,52,0.099,0.111,N,0.45,SignalP-noTM
g_49578,0.371,16,0.267,16,0.324,11,0.194,0.228,N,0.45,SignalP-noTM
g_49579,0.114,32,0.119,46,0.182,42,0.11,0.114,N,0.45,SignalP-noTM
g_49580,0.166,42,0.254,11,0.779,3,0.604,0.394,N,0.5,SignalP-TM
g_49581,0.128,45,0.114,45,0.127,4,0.103,0.108,N,0.45,SignalP-noTM
g_49582,0.111,33,0.134,17,0.266,15,0.166,0.151,N,0.45,SignalP-noTM
g_49583,0.122,44,0.116,26,0.158,12,0.119,0.117,N,0.45,SignalP-noTM
g_49584,0.109,11,0.112,11,0.131,3,0.115,0.113,N,0.45,SignalP-noTM
g_49585,0.12,10,0.125,19,0.165,2,0.141,0.134,N,0.45,SignalP-noTM
g_49586,0.114,49,0.105,23,0.132,12,0.103,0.104,N,0.45,SignalP-noTM
g_49587,0.718,22,0.581,22,0.632,21,0.47,0.521,Y,0.45,SignalP-noTM
g_49588,0.12,22,0.123,12,0.18,1,0.117,0.12,N,0.45,SignalP-noTM
g_49589,0.14,27,0.164,27,0.291,1,0.192,0.179,N,0.45,SignalP-noTM
g_49590,0.191,25,0.291,25,0.7,19,0.45,0.377,N,0.45,SignalP-noTM
g_49591,0.15,23,0.206,12,0.529,38,0.419,0.291,N,0.5,SignalP-TM
g_49592,0.112,22,0.13,53,0.28,44,0.127,0.128,N,0.45,SignalP-noTM
g_49593,0.832,46,0.786,46,0.924,37,0.466,0.613,Y,0.45,SignalP-noTM
g_49594,0.216,26,0.246,26,0.393,8,0.282,0.265,N,0.45,SignalP-noTM
g_49595,0.127,32,0.115,11,0.153,45,0.107,0.111,N,0.45,SignalP-noTM
g_49596,0.116,22,0.12,12,0.176,8,0.135,0.128,N,0.45,SignalP-noTM
g_49597,0.149,20,0.133,20,0.144,11,0.116,0.124,N,0.45,SignalP-noTM
g_49598,0.113,57,0.111,20,0.136,7,0.112,0.112,N,0.45,SignalP-noTM
g_49599,0.109,21,0.12,12,0.162,3,0.134,0.127,N,0.45,SignalP-noTM
g_49600,0.119,15,0.133,30,0.226,14,0.153,0.144,N,0.45,SignalP-noTM
g_49601,0.888,22,0.883,22,0.941,10,0.876,0.879,Y,0.45,SignalP-noTM
g_49602,0.148,23,0.138,23,0.242,45,0.123,0.132,N,0.5,SignalP-TM
g_49603,0.189,46,0.137,46,0.136,51,0.093,0.113,N,0.45,SignalP-noTM
g_49604,0.251,43,0.369,43,0.827,29,0.395,0.383,N,0.45,SignalP-noTM
g_49605,0.297,24,0.248,24,0.343,9,0.207,0.226,N,0.45,SignalP-noTM
g_49606,0.167,59,0.191,42,0.396,36,0.204,0.198,N,0.45,SignalP-noTM
g_49607,0.13,52,0.164,12,0.501,49,0.222,0.195,N,0.45,SignalP-noTM
g_49608,0.138,25,0.159,11,0.386,3,0.223,0.185,N,0.5,SignalP-TM
g_49609,0.145,37,0.21,46,0.499,35,0.238,0.221,N,0.5,SignalP-TM
g_49610,0.112,22,0.113,11,0.139,6,0.124,0.119,N,0.45,SignalP-noTM
g_49611,0.125,23,0.107,23,0.109,55,0.092,0.099,N,0.45,SignalP-noTM
g_49612,0.18,30,0.133,30,0.122,26,0.1,0.115,N,0.45,SignalP-noTM
g_49613,0.112,69,0.105,33,0.111,12,0.099,0.102,N,0.45,SignalP-noTM
g_49614,0.156,39,0.124,39,0.152,10,0.107,0.115,N,0.45,SignalP-noTM
g_49615,0.141,24,0.139,24,0.203,22,0.136,0.138,N,0.45,SignalP-noTM
g_49616,0.126,23,0.117,23,0.159,13,0.108,0.112,N,0.45,SignalP-noTM
g_49617,0.877,29,0.842,29,0.934,26,0.786,0.812,Y,0.45,SignalP-noTM
g_49618,0.112,39,0.106,39,0.115,28,0.093,0.099,N,0.45,SignalP-noTM
g_49619,0.44,30,0.345,30,0.494,22,0.285,0.313,N,0.45,SignalP-noTM
g_49620,0.268,22,0.311,22,0.787,40,0.357,0.336,N,0.45,SignalP-noTM
g_49621,0.214,18,0.217,18,0.278,4,0.232,0.225,N,0.45,SignalP-noTM
g_49622,0.818,26,0.84,26,0.961,15,0.857,0.85,Y,0.45,SignalP-noTM
g_49623,0.144,23,0.176,23,0.434,21,0.216,0.198,N,0.45,SignalP-noTM
g_49624,0.118,22,0.204,12,0.553,1,0.252,0.23,N,0.45,SignalP-noTM
g_49625,0.109,20,0.106,67,0.115,59,0.095,0.1,N,0.45,SignalP-noTM
g_49626,0.111,56,0.109,12,0.132,14,0.109,0.109,N,0.45,SignalP-noTM
g_49627,0.131,24,0.124,24,0.145,18,0.119,0.122,N,0.45,SignalP-noTM
g_49628,0.151,20,0.131,20,0.136,1,0.111,0.12,N,0.45,SignalP-noTM
g_49629,0.11,42,0.109,11,0.122,3,0.105,0.107,N,0.45,SignalP-noTM
g_49630,0.132,52,0.132,22,0.174,4,0.149,0.141,N,0.45,SignalP-noTM
g_49631,0.118,35,0.123,19,0.207,7,0.14,0.132,N,0.45,SignalP-noTM
g_49632,0.121,32,0.116,19,0.149,9,0.124,0.12,N,0.45,SignalP-noTM
g_49633,0.109,15,0.127,21,0.207,14,0.151,0.14,N,0.45,SignalP-noTM
g_49634,0.109,70,0.119,11,0.162,2,0.118,0.118,N,0.45,SignalP-noTM
g_49635,0.12,66,0.11,66,0.111,56,0.093,0.101,N,0.45,SignalP-noTM
