id,len,ExpAA,First60,PredHel,Topology
g_55768,len=203,ExpAA=22.33,First60=22.33,PredHel=1,Topology=i5-27o
g_55769,len=344,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_55770,len=469,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_55771,len=374,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55772,len=329,ExpAA=0.05,First60=0.03,PredHel=0,Topology=o
g_55773,len=204,ExpAA=1.16,First60=0.28,PredHel=0,Topology=o
g_55774,len=373,ExpAA=16.78,First60=15.36,PredHel=1,Topology=i13-35o
g_55775,len=198,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_55776,len=329,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_55777,len=292,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_55778,len=372,ExpAA=194.17,First60=34.70,PredHel=9,Topology=o15-37i49-71o81-103i122-144o154-176i183-202o206-228i240-262o272-291i
g_55779,len=755,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55780,len=292,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55781,len=372,ExpAA=0.10,First60=0.00,PredHel=0,Topology=o
g_55782,len=279,ExpAA=4.85,First60=0.07,PredHel=0,Topology=o
g_55783,len=220,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55784,len=342,ExpAA=21.29,First60=20.72,PredHel=1,Topology=i5-27o
g_55785,len=174,ExpAA=0.03,First60=0.02,PredHel=0,Topology=o
g_55786,len=292,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55787,len=331,ExpAA=12.12,First60=7.22,PredHel=0,Topology=o
g_55788,len=319,ExpAA=180.17,First60=22.04,PredHel=8,Topology=i7-29o75-109i142-164o169-188i201-223o228-250i263-285o289-311i
g_55789,len=323,ExpAA=0.11,First60=0.00,PredHel=0,Topology=o
g_55790,len=483,ExpAA=269.41,First60=34.14,PredHel=12,Topology=i20-42o46-68i96-118o133-152i159-181o211-230i243-265o296-318i339-361o366-388i408-430o460-482i
g_55791,len=307,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55792,len=326,ExpAA=0.11,First60=0.00,PredHel=0,Topology=o
g_55793,len=352,ExpAA=0.66,First60=0.03,PredHel=0,Topology=o
g_55794,len=169,ExpAA=14.29,First60=14.29,PredHel=1,Topology=o4-26i
g_55795,len=317,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55796,len=205,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_55797,len=223,ExpAA=0.91,First60=0.90,PredHel=0,Topology=o
g_55798,len=369,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_55799,len=346,ExpAA=10.53,First60=0.14,PredHel=0,Topology=o
g_55800,len=369,ExpAA=2.21,First60=1.86,PredHel=0,Topology=o
g_55801,len=292,ExpAA=0.07,First60=0.00,PredHel=0,Topology=o
g_55802,len=187,ExpAA=21.27,First60=21.26,PredHel=1,Topology=i27-49o
g_55803,len=685,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_55804,len=366,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55805,len=357,ExpAA=150.84,First60=34.98,PredHel=6,Topology=o24-55i68-90o105-127i174-196o206-228i334-356o
g_55806,len=155,ExpAA=0.09,First60=0.08,PredHel=0,Topology=o
g_55807,len=666,ExpAA=0.05,First60=0.02,PredHel=0,Topology=o
g_55808,len=368,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55809,len=207,ExpAA=0.04,First60=0.04,PredHel=0,Topology=o
g_55810,len=296,ExpAA=19.48,First60=0.00,PredHel=1,Topology=o262-284i
g_55811,len=641,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55812,len=177,ExpAA=0.68,First60=0.63,PredHel=0,Topology=o
g_55813,len=139,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_55814,len=355,ExpAA=188.78,First60=26.28,PredHel=9,Topology=i21-43o58-80i101-120o161-179i186-203o230-252i259-281o306-328i335-354o
g_55815,len=272,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55816,len=367,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
g_55817,len=181,ExpAA=7.61,First60=7.61,PredHel=0,Topology=o
g_55818,len=227,ExpAA=0.20,First60=0.04,PredHel=0,Topology=o
g_55819,len=215,ExpAA=3.52,First60=0.00,PredHel=0,Topology=o
g_55820,len=184,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55821,len=337,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55822,len=288,ExpAA=0.08,First60=0.00,PredHel=0,Topology=o
g_55823,len=309,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_55824,len=366,ExpAA=0.55,First60=0.09,PredHel=0,Topology=o
g_55825,len=631,ExpAA=0.23,First60=0.00,PredHel=0,Topology=o
g_55826,len=226,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55827,len=353,ExpAA=2.24,First60=0.00,PredHel=0,Topology=o
g_55828,len=353,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55829,len=632,ExpAA=0.14,First60=0.01,PredHel=0,Topology=o
g_55830,len=194,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_55831,len=257,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_55832,len=299,ExpAA=208.63,First60=42.27,PredHel=9,Topology=o4-23i36-55o65-87i94-115o125-144i151-173o183-205i218-240o270-292i
g_55833,len=306,ExpAA=0.07,First60=0.01,PredHel=0,Topology=o
g_55834,len=365,ExpAA=0.09,First60=0.00,PredHel=0,Topology=o
g_55835,len=364,ExpAA=9.62,First60=8.39,PredHel=0,Topology=o
g_55836,len=244,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_55837,len=247,ExpAA=22.51,First60=0.02,PredHel=1,Topology=i75-97o
g_55838,len=338,ExpAA=21.69,First60=0.00,PredHel=1,Topology=i296-318o
g_55839,len=514,ExpAA=12.78,First60=12.78,PredHel=1,Topology=i12-27o
g_55840,len=355,ExpAA=36.99,First60=13.69,PredHel=2,Topology=o5-24i67-89o
g_55841,len=527,ExpAA=272.45,First60=22.63,PredHel=12,Topology=i32-54o81-103i116-138o158-180i200-222o251-273i280-302o317-339i352-374o389-411i428-450o465-487i
g_55842,len=326,ExpAA=0.70,First60=0.48,PredHel=0,Topology=o
g_55843,len=159,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55844,len=335,ExpAA=1.31,First60=0.03,PredHel=0,Topology=o
g_55845,len=226,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55846,len=214,ExpAA=110.26,First60=21.48,PredHel=5,Topology=o33-50i71-93o103-125i138-160o180-202i
g_55847,len=363,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55848,len=272,ExpAA=0.79,First60=0.32,PredHel=0,Topology=o
g_55849,len=364,ExpAA=0.17,First60=0.12,PredHel=0,Topology=o
g_55850,len=289,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55851,len=255,ExpAA=157.44,First60=41.55,PredHel=7,Topology=o15-37i42-64o69-91i112-134o167-189i202-224o229-247i
g_55852,len=358,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55853,len=205,ExpAA=21.50,First60=21.44,PredHel=1,Topology=i12-34o
g_55854,len=298,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_55855,len=199,ExpAA=3.81,First60=3.25,PredHel=0,Topology=o
g_55856,len=485,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_55857,len=362,ExpAA=0.06,First60=0.01,PredHel=0,Topology=o
g_55858,len=226,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55859,len=256,ExpAA=41.55,First60=0.01,PredHel=2,Topology=i201-223o228-247i
g_55860,len=182,ExpAA=2.89,First60=2.89,PredHel=0,Topology=o
g_55861,len=348,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_55862,len=179,ExpAA=0.31,First60=0.08,PredHel=0,Topology=o
g_55863,len=431,ExpAA=0.25,First60=0.25,PredHel=0,Topology=o
g_55864,len=158,ExpAA=63.97,First60=0.00,PredHel=3,Topology=i70-92o102-121i128-150o
g_55865,len=250,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_55866,len=343,ExpAA=22.41,First60=0.00,PredHel=1,Topology=o215-237i
g_55867,len=438,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55868,len=344,ExpAA=0.52,First60=0.00,PredHel=0,Topology=o
g_55869,len=361,ExpAA=0.52,First60=0.51,PredHel=0,Topology=o
g_55870,len=821,ExpAA=2.35,First60=2.22,PredHel=0,Topology=o
g_55871,len=284,ExpAA=2.19,First60=0.53,PredHel=0,Topology=o
g_55872,len=308,ExpAA=0.58,First60=0.24,PredHel=0,Topology=o
g_55873,len=261,ExpAA=0.06,First60=0.02,PredHel=0,Topology=o
g_55874,len=220,ExpAA=0.03,First60=0.02,PredHel=0,Topology=o
g_55875,len=550,ExpAA=0.47,First60=0.00,PredHel=0,Topology=o
g_55876,len=361,ExpAA=16.19,First60=15.91,PredHel=1,Topology=i7-24o
g_55877,len=139,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55878,len=166,ExpAA=22.73,First60=22.72,PredHel=1,Topology=i19-41o
g_55879,len=360,ExpAA=1.28,First60=1.28,PredHel=0,Topology=o
g_55880,len=360,ExpAA=0.08,First60=0.01,PredHel=0,Topology=o
g_55881,len=407,ExpAA=14.22,First60=0.30,PredHel=0,Topology=o
g_55882,len=294,ExpAA=6.96,First60=6.95,PredHel=0,Topology=o
g_55883,len=463,ExpAA=0.19,First60=0.15,PredHel=0,Topology=o
g_55884,len=359,ExpAA=3.46,First60=3.46,PredHel=0,Topology=o
g_55885,len=186,ExpAA=18.13,First60=18.13,PredHel=1,Topology=i12-34o
g_55886,len=931,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
g_55887,len=195,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_55888,len=273,ExpAA=26.67,First60=0.01,PredHel=1,Topology=o240-262i
g_55889,len=344,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_55890,len=151,ExpAA=22.73,First60=22.72,PredHel=1,Topology=o10-32i
g_55891,len=214,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_55892,len=261,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55893,len=262,ExpAA=0.25,First60=0.21,PredHel=0,Topology=o
g_55894,len=399,ExpAA=181.08,First60=22.83,PredHel=8,Topology=o27-49i62-84o104-126i147-169o220-242i268-290o327-349i370-392o
g_55895,len=187,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_55896,len=214,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_55897,len=514,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55898,len=217,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55899,len=358,ExpAA=2.30,First60=0.01,PredHel=0,Topology=o
g_55900,len=356,ExpAA=0.16,First60=0.00,PredHel=0,Topology=o
g_55901,len=606,ExpAA=1.33,First60=0.00,PredHel=0,Topology=o
g_55902,len=216,ExpAA=1.17,First60=0.34,PredHel=0,Topology=o
g_55903,len=245,ExpAA=0.09,First60=0.02,PredHel=0,Topology=o
g_55904,len=180,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55905,len=357,ExpAA=0.04,First60=0.04,PredHel=0,Topology=o
g_55906,len=332,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_55907,len=320,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55908,len=357,ExpAA=0.05,First60=0.05,PredHel=0,Topology=o
g_55909,len=486,ExpAA=130.47,First60=25.48,PredHel=6,Topology=o15-37i280-302o306-328i330-349o353-375i382-404o
g_55910,len=315,ExpAA=0.06,First60=0.06,PredHel=0,Topology=o
g_55911,len=324,ExpAA=0.11,First60=0.09,PredHel=0,Topology=o
g_55912,len=338,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_55913,len=168,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_55914,len=353,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55915,len=216,ExpAA=20.18,First60=0.32,PredHel=0,Topology=o
g_55916,len=209,ExpAA=0.14,First60=0.06,PredHel=0,Topology=o
g_55917,len=850,ExpAA=420.20,First60=23.07,PredHel=20,Topology=i21-43o63-80i93-115o147-169i189-211o238-260i281-303o318-337i358-380o390-412i433-452o456-475i512-534o544-566i573-595o605-627i634-656o671-693i698-717o828-842i
g_55918,len=153,ExpAA=1.05,First60=0.65,PredHel=0,Topology=o
g_55919,len=178,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_55920,len=341,ExpAA=16.49,First60=16.48,PredHel=1,Topology=i13-32o
g_55921,len=225,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55922,len=307,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_55923,len=355,ExpAA=9.77,First60=9.75,PredHel=0,Topology=o
g_55924,len=355,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55925,len=301,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55926,len=354,ExpAA=18.61,First60=18.54,PredHel=1,Topology=i12-29o
g_55927,len=329,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55928,len=278,ExpAA=2.20,First60=2.19,PredHel=0,Topology=o
g_55929,len=342,ExpAA=15.56,First60=0.58,PredHel=0,Topology=o
g_55930,len=354,ExpAA=1.22,First60=1.22,PredHel=0,Topology=o
g_55931,len=202,ExpAA=0.07,First60=0.02,PredHel=0,Topology=o
g_55932,len=133,ExpAA=13.60,First60=13.60,PredHel=0,Topology=o
g_55933,len=319,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_55934,len=285,ExpAA=0.10,First60=0.00,PredHel=0,Topology=o
g_55935,len=242,ExpAA=0.12,First60=0.00,PredHel=0,Topology=o
g_55936,len=209,ExpAA=17.06,First60=0.01,PredHel=0,Topology=o
g_55937,len=688,ExpAA=0.09,First60=0.00,PredHel=0,Topology=o
g_55938,len=214,ExpAA=0.22,First60=0.00,PredHel=0,Topology=o
g_55939,len=159,ExpAA=0.46,First60=0.46,PredHel=0,Topology=o
g_55940,len=201,ExpAA=12.81,First60=12.80,PredHel=0,Topology=o
g_55941,len=168,ExpAA=37.17,First60=37.17,PredHel=2,Topology=i2-19o29-51i
g_55942,len=353,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55943,len=312,ExpAA=14.43,First60=14.42,PredHel=0,Topology=o
g_55944,len=176,ExpAA=22.63,First60=22.55,PredHel=1,Topology=i7-29o
g_55945,len=600,ExpAA=16.74,First60=0.00,PredHel=0,Topology=o
g_55946,len=352,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_55947,len=232,ExpAA=0.03,First60=0.03,PredHel=0,Topology=o
g_55948,len=166,ExpAA=0.04,First60=0.04,PredHel=0,Topology=o
g_55949,len=236,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55950,len=305,ExpAA=85.71,First60=22.97,PredHel=4,Topology=o32-54i63-85o100-119i131-153o
g_55951,len=202,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_55952,len=281,ExpAA=0.79,First60=0.77,PredHel=0,Topology=o
g_55953,len=409,ExpAA=41.04,First60=3.47,PredHel=0,Topology=o
g_55954,len=350,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55955,len=304,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_55956,len=342,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55957,len=439,ExpAA=0.61,First60=0.00,PredHel=0,Topology=o
g_55958,len=303,ExpAA=2.46,First60=0.59,PredHel=0,Topology=o
g_55959,len=188,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_55960,len=233,ExpAA=0.24,First60=0.22,PredHel=0,Topology=o
g_55961,len=350,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55962,len=350,ExpAA=22.99,First60=22.99,PredHel=1,Topology=o15-37i
g_55963,len=350,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55964,len=349,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_55965,len=178,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_55966,len=775,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_55967,len=327,ExpAA=5.34,First60=0.00,PredHel=0,Topology=o
g_55968,len=940,ExpAA=0.24,First60=0.10,PredHel=0,Topology=o
g_55969,len=152,ExpAA=64.53,First60=41.72,PredHel=3,Topology=i3-25o29-51i78-100o
g_55970,len=299,ExpAA=2.41,First60=2.03,PredHel=0,Topology=o
g_55971,len=126,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55972,len=548,ExpAA=82.90,First60=27.71,PredHel=4,Topology=o36-58i71-90o110-132i139-161o
g_55973,len=251,ExpAA=90.91,First60=22.57,PredHel=4,Topology=i38-60o83-105i112-134o218-240i
g_55974,len=294,ExpAA=2.18,First60=2.17,PredHel=0,Topology=o
g_55975,len=347,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55976,len=304,ExpAA=1.09,First60=0.00,PredHel=0,Topology=o
g_55977,len=317,ExpAA=3.91,First60=3.80,PredHel=0,Topology=o
g_55978,len=368,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_55979,len=140,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55980,len=347,ExpAA=1.25,First60=1.24,PredHel=0,Topology=o
g_55981,len=346,ExpAA=1.30,First60=1.25,PredHel=0,Topology=o
g_55982,len=228,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_55983,len=766,ExpAA=6.30,First60=0.05,PredHel=0,Topology=o
g_55984,len=347,ExpAA=0.11,First60=0.00,PredHel=0,Topology=o
g_55985,len=277,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_55986,len=439,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_55987,len=329,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55988,len=1150,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55989,len=153,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55990,len=345,ExpAA=1.30,First60=1.30,PredHel=0,Topology=o
g_55991,len=345,ExpAA=4.45,First60=0.00,PredHel=0,Topology=o
g_55992,len=208,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55993,len=201,ExpAA=0.37,First60=0.00,PredHel=0,Topology=o
g_55994,len=216,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55995,len=557,ExpAA=0.14,First60=0.09,PredHel=0,Topology=o
g_55996,len=199,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_55997,len=158,ExpAA=9.56,First60=9.56,PredHel=0,Topology=o
g_55998,len=256,ExpAA=129.27,First60=35.24,PredHel=6,Topology=i19-36o41-58i128-150o154-176i189-211o221-243i
g_55999,len=308,ExpAA=75.34,First60=23.04,PredHel=3,Topology=o29-51i64-86o140-162i
g_56000,len=704,ExpAA=0.51,First60=0.51,PredHel=0,Topology=o
g_56001,len=224,ExpAA=21.98,First60=0.00,PredHel=1,Topology=i198-220o
g_56002,len=343,ExpAA=0.06,First60=0.03,PredHel=0,Topology=o
g_56003,len=190,ExpAA=39.49,First60=22.00,PredHel=2,Topology=o4-26i129-148o
g_56004,len=219,ExpAA=0.05,First60=0.04,PredHel=0,Topology=o
g_56005,len=164,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
g_56006,len=339,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56007,len=246,ExpAA=0.94,First60=0.00,PredHel=0,Topology=o
g_56008,len=208,ExpAA=0.15,First60=0.01,PredHel=0,Topology=o
g_56009,len=250,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_56010,len=321,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_56011,len=319,ExpAA=21.32,First60=19.18,PredHel=1,Topology=i7-29o
g_56012,len=268,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
g_56013,len=343,ExpAA=0.67,First60=0.00,PredHel=0,Topology=o
g_56014,len=342,ExpAA=29.06,First60=22.43,PredHel=1,Topology=i20-42o
g_56015,len=342,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56016,len=504,ExpAA=0.07,First60=0.00,PredHel=0,Topology=o
g_56017,len=315,ExpAA=14.22,First60=0.00,PredHel=0,Topology=o
g_56018,len=218,ExpAA=0.09,First60=0.09,PredHel=0,Topology=o
g_56019,len=279,ExpAA=0.21,First60=0.00,PredHel=0,Topology=o
g_56020,len=342,ExpAA=0.22,First60=0.00,PredHel=0,Topology=o
g_56021,len=633,ExpAA=0.38,First60=0.08,PredHel=0,Topology=o
g_56022,len=262,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56023,len=206,ExpAA=0.07,First60=0.00,PredHel=0,Topology=o
g_56024,len=304,ExpAA=0.16,First60=0.07,PredHel=0,Topology=o
g_56025,len=341,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56026,len=181,ExpAA=29.79,First60=7.08,PredHel=1,Topology=i74-93o
g_56027,len=481,ExpAA=0.49,First60=0.00,PredHel=0,Topology=o
g_56028,len=238,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_56029,len=341,ExpAA=0.12,First60=0.11,PredHel=0,Topology=o
g_56030,len=340,ExpAA=0.08,First60=0.02,PredHel=0,Topology=o
g_56031,len=204,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_56032,len=283,ExpAA=1.42,First60=1.22,PredHel=0,Topology=o
g_56033,len=224,ExpAA=11.42,First60=11.29,PredHel=0,Topology=o
g_56034,len=162,ExpAA=0.49,First60=0.04,PredHel=0,Topology=o
g_56035,len=340,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56036,len=726,ExpAA=7.13,First60=0.00,PredHel=0,Topology=o
g_56037,len=162,ExpAA=0.04,First60=0.04,PredHel=0,Topology=o
g_56038,len=182,ExpAA=126.65,First60=42.25,PredHel=6,Topology=i2-19o29-51i58-80o93-115i120-142o146-165i
g_56039,len=437,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56040,len=339,ExpAA=1.09,First60=0.90,PredHel=0,Topology=o
g_56041,len=285,ExpAA=44.72,First60=20.21,PredHel=2,Topology=o31-50i206-228o
g_56042,len=338,ExpAA=0.36,First60=0.00,PredHel=0,Topology=o
g_56043,len=505,ExpAA=68.16,First60=22.78,PredHel=3,Topology=i21-43o417-439i482-504o
g_56044,len=247,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_56045,len=338,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56046,len=276,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_56047,len=208,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56048,len=224,ExpAA=0.71,First60=0.00,PredHel=0,Topology=o
g_56049,len=305,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56050,len=194,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56051,len=257,ExpAA=0.03,First60=0.03,PredHel=0,Topology=o
g_56052,len=338,ExpAA=0.33,First60=0.22,PredHel=0,Topology=o
g_56053,len=476,ExpAA=23.43,First60=7.85,PredHel=1,Topology=i51-73o
g_56054,len=337,ExpAA=31.34,First60=31.27,PredHel=1,Topology=i7-29o
g_56055,len=441,ExpAA=46.49,First60=22.04,PredHel=2,Topology=o10-32i151-173o
g_56056,len=337,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56057,len=157,ExpAA=19.37,First60=19.30,PredHel=1,Topology=o4-26i
g_56058,len=120,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56059,len=299,ExpAA=22.74,First60=0.00,PredHel=1,Topology=i71-93o
g_56060,len=474,ExpAA=7.37,First60=7.30,PredHel=0,Topology=o
g_56061,len=244,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_56062,len=193,ExpAA=17.51,First60=16.74,PredHel=1,Topology=i39-61o
g_56063,len=336,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56064,len=336,ExpAA=13.39,First60=11.12,PredHel=0,Topology=o
g_56065,len=336,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_56066,len=458,ExpAA=72.51,First60=3.91,PredHel=3,Topology=o263-285i351-373o388-410i
g_56067,len=335,ExpAA=0.52,First60=0.14,PredHel=0,Topology=o
g_56068,len=334,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
g_56069,len=334,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56070,len=215,ExpAA=45.62,First60=45.16,PredHel=2,Topology=o4-26i33-55o
g_56071,len=322,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_56072,len=331,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
g_56073,len=240,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56074,len=169,ExpAA=0.03,First60=0.03,PredHel=0,Topology=o
g_56075,len=394,ExpAA=142.29,First60=5.47,PredHel=6,Topology=o67-89i96-115o125-147i154-176o227-246i259-278o
g_56076,len=228,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_56077,len=334,ExpAA=0.70,First60=0.70,PredHel=0,Topology=o
g_56078,len=332,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56079,len=215,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56080,len=333,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
g_56081,len=468,ExpAA=0.47,First60=0.00,PredHel=0,Topology=o
g_56082,len=268,ExpAA=0.13,First60=0.02,PredHel=0,Topology=o
g_56083,len=144,ExpAA=0.17,First60=0.00,PredHel=0,Topology=o
g_56084,len=304,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_56085,len=1261,ExpAA=0.10,First60=0.00,PredHel=0,Topology=o
g_56086,len=181,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_56087,len=277,ExpAA=0.03,First60=0.02,PredHel=0,Topology=o
g_56088,len=763,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
g_56089,len=177,ExpAA=83.66,First60=24.14,PredHel=3,Topology=i13-35o113-135i140-162o
g_56090,len=289,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_56091,len=730,ExpAA=0.08,First60=0.00,PredHel=0,Topology=o
g_56092,len=187,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56093,len=167,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56094,len=157,ExpAA=28.74,First60=0.00,PredHel=1,Topology=i94-116o
g_56095,len=412,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_56096,len=332,ExpAA=1.42,First60=0.00,PredHel=0,Topology=o
g_56097,len=332,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_56098,len=485,ExpAA=0.66,First60=0.00,PredHel=0,Topology=o
g_56099,len=184,ExpAA=0.03,First60=0.02,PredHel=0,Topology=o
g_56100,len=218,ExpAA=0.04,First60=0.04,PredHel=0,Topology=o
g_56101,len=722,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_56102,len=331,ExpAA=0.51,First60=0.44,PredHel=0,Topology=o
g_56103,len=262,ExpAA=0.03,First60=0.02,PredHel=0,Topology=o
g_56104,len=330,ExpAA=15.98,First60=15.91,PredHel=1,Topology=i7-24o
